0,Ripe7_,9,1176,439,85,85,-1,-1,-1,0
0,Unripe_,8,1142,478,49,57,-1,-1,-1,0
0,Unripe_,14,241,567,76,72,-1,-1,-1,0
1,Ripe7_,9,1192,440,85,85,-1,-1,-1,0
1,Unripe_,8,1158,479,50,57,-1,-1,-1,0
1,Unripe_,14,264,565,75,74,-1,-1,-1,0
2,Ripe7_,9,1208,441,71,85,-1,-1,-1,0
2,Unripe_,8,1174,479,51,57,-1,-1,-1,0
2,Unripe_,14,285,566,75,72,-1,-1,-1,0
3,Flower_,19,834,25,41,36,-1,-1,-1,0
3,Unripe_,8,1189,479,52,57,-1,-1,-1,0
3,Unripe_,14,307,565,73,73,-1,-1,-1,0
3,Ripe7_,9,1223,441,56,84,-1,-1,-1,0
4,Ripe7_,9,1238,439,41,84,-1,-1,-1,0
4,Flower_,19,852,25,42,37,-1,-1,-1,0
4,Unripe_,14,329,562,73,74,-1,-1,-1,0
4,Unripe_,8,1205,478,52,57,-1,-1,-1,0
5,Unripe_,8,1223,478,52,57,-1,-1,-1,0
5,Unripe_,14,349,562,73,74,-1,-1,-1,0
6,Unripe_,14,371,562,71,74,-1,-1,-1,0
6,Unripe_,8,1242,482,37,53,-1,-1,-1,0
6,Flower_,19,889,24,43,35,-1,-1,-1,0
7,Unripe_,14,393,561,68,74,-1,-1,-1,0
7,Unripe_,8,1258,478,21,53,-1,-1,-1,0
8,Unripe_,14,414,561,70,74,-1,-1,-1,0
8,Flower_,19,926,23,44,35,-1,-1,-1,0
9,Unripe_,14,437,563,69,74,-1,-1,-1,0
9,Flower_,19,945,24,44,33,-1,-1,-1,0
10,Unripe_,14,458,564,68,75,-1,-1,-1,0
10,Flower_,19,970,30,40,34,-1,-1,-1,0
11,Unripe_,14,476,565,69,74,-1,-1,-1,0
11,Flower_,19,996,25,32,34,-1,-1,-1,0
12,Unripe_,14,492,566,69,74,-1,-1,-1,0
13,Unripe_,14,508,564,69,75,-1,-1,-1,0
14,Unripe_,14,525,564,69,75,-1,-1,-1,0
15,Unripe_,14,544,563,68,74,-1,-1,-1,0
16,Unripe_,14,564,567,67,71,-1,-1,-1,0
17,Unripe_,14,589,566,59,71,-1,-1,-1,0
18,Unripe_,14,602,566,63,69,-1,-1,-1,0
19,Unripe_,14,619,567,62,68,-1,-1,-1,0
20,Unripe_,14,636,582,62,51,-1,-1,-1,0
21,Unripe_,14,652,574,60,58,-1,-1,-1,0
22,Unripe_,14,671,564,61,68,-1,-1,-1,0
23,Unripe_,14,690,557,63,73,-1,-1,-1,0
24,Unripe_,14,710,557,64,72,-1,-1,-1,0
