25,Unripe_,1,6,531,35,60,-1,-1,-1,0
26,Unripe_,1,4,531,52,60,-1,-1,-1,0
27,Unripe_,1,5,533,59,59,-1,-1,-1,0
28,Unripe_,1,13,532,67,60,-1,-1,-1,0
29,Unripe_,1,21,533,72,60,-1,-1,-1,0
30,Unripe_,1,31,536,73,60,-1,-1,-1,0
31,Unripe_,1,37,538,75,61,-1,-1,-1,0
32,Unripe_,1,49,541,74,60,-1,-1,-1,0
33,Unripe_,1,56,543,74,60,-1,-1,-1,0
34,Unripe_,1,66,545,75,61,-1,-1,-1,0
35,Unripe_,1,79,548,73,60,-1,-1,-1,0
36,Unripe_,1,90,548,74,60,-1,-1,-1,0
37,Unripe_,1,103,549,73,61,-1,-1,-1,0
38,Unripe_,1,115,551,71,60,-1,-1,-1,0
39,Unripe_,1,128,552,71,59,-1,-1,-1,0
40,Unripe_,1,137,553,71,60,-1,-1,-1,0
41,Unripe_,1,147,552,72,63,-1,-1,-1,0
42,Unripe_,1,160,556,70,61,-1,-1,-1,0
43,Unripe_,1,175,560,68,59,-1,-1,-1,0
44,Unripe_,1,187,563,68,58,-1,-1,-1,0
45,Unripe_,1,197,562,70,61,-1,-1,-1,0
46,Unripe_,1,208,566,68,59,-1,-1,-1,0
47,Unripe_,1,219,566,68,59,-1,-1,-1,0
48,Unripe_,1,234,565,68,60,-1,-1,-1,0
48,Unripe_,2,19,461,69,95,-1,-1,-1,0
49,Unripe_,1,246,565,67,60,-1,-1,-1,0
49,Unripe_,2,34,461,72,94,-1,-1,-1,0
49,Unripe_,3,5,377,32,45,-1,-1,-1,0
50,Unripe_,1,259,567,66,59,-1,-1,-1,0
50,Unripe_,2,47,464,74,94,-1,-1,-1,0
50,Unripe_,3,9,379,38,43,-1,-1,-1,0
50,Unripe_,4,293,504,60,45,-1,-1,-1,0
51,Unripe_,1,269,569,67,61,-1,-1,-1,0
51,Unripe_,2,60,472,73,89,-1,-1,-1,0
51,Unripe_,4,300,504,62,47,-1,-1,-1,0
52,Unripe_,1,281,570,66,61,-1,-1,-1,0
52,Unripe_,4,311,505,63,47,-1,-1,-1,0
53,Unripe_,1,292,571,66,61,-1,-1,-1,0
53,Unripe_,2,83,471,80,94,-1,-1,-1,0
